source_medium	campaignName	campaignKeyword	deviceType_standard	day_of_week	campaignContent	nb_conversions	nb_visits	conversion_rate
none	not_set	подарки на 8 марта коллегам недорого	not_set	not_set	not_set	14	24	58.33
yandex/cpc	32505035.tovarnaya_rf_set	not_set	not_set	not_set	not_set	96	131	73.28
yandex/cpc	33205642.podarki_zhenshchinam_rf_poisk	not_set	not_set	Суббота	not_set	73	415	17.59
none	retargeting	not_set	not_set	Воскресенье	not_set	14	29	48.28
com.google.android.googlequicksearchbox/organic	not_set	none	not_set	Среда	not_set	70	304	23.03
yandex/cpc	not_set	что подарить коллегам на работе 8 марта	not_set	Суббота	not_set	44	109	40.37
yandex/cpc	not_set	оригинальные подарки на 8 марта	not_set	Четверг	not_set	14	41	34.15
none	not_set	конфаэль	not_set	Четверг	not_set	36	27	133.33
yandex/cpc	32505035.tovarnaya_rf_set	not_set	Desktop	Суббота	not_set	41	48	85.42
none	33205640.podarki_zhenshchinam_mo_poisk	not_set	Tablet	Среда	not_set	7	36	19.44
yandex/cpc	not_set	букет из конфет	Mobile	Среда	not_set	12	27	44.44
yandex/cpc	not_set	что подарить коллегам на работе 8 марта	Mobile	Суббота	not_set	10	50	20
www.google.kz/organic	not_set	not_set	Mobile	Среда	none	19	177	10.73
im/newsletter	not_set	not_set	Mobile	Суббота	none	36	37	97.3
none	not_set	not_set	Tablet	Вторник	recept	15	38	39.47
vk/cpc	not_set	not_set	not_set	Суббота	karusel	28	63	44.44
yandex/cpc	not_set	not_set	not_set	Пятница	fabrika	80	184	43.48
none	not_set	not_set	not_set	Понедельник	fabrika	88	133	66.17
www.google.ru/organic	not_set	not_set	Desktop	Суббота	not_set	275	526	52.28
yandex/cpc	not_set	not_set	Mobile	Четверг	not_set	466	2103	22.16
yandex/cpc	not_set	подарки на 8 марта одноклассницам	not_set	not_set	not_set	12	41	29.27
none	32589241.magaziny_rf_set	not_set	not_set	Четверг	not_set	14	25	56
yandex/cpc	32725067.magaziny_mo_poisk	not_set	not_set	not_set	not_set	89	168	52.98
none	not_set	подарки на 8 марта купить	not_set	Воскресенье	not_set	24	47	51.06
none	not_set	main_banner	Desktop	Понедельник	not_set	70	57	122.81
www.confael.ru/referral	not_set	none	Desktop	Суббота	not_set	376	247	152.23
none	not_set	конфаэль	Desktop	Суббота	not_set	64	30	213.33
yandex.ru/organic	none	not_set	Mobile	Среда	not_set	21	25	84
www.confael.ru/referral	none	not_set	Mobile	Среда	not_set	112	91	123.08
none	33205640.podarki_zhenshchinam_mo_poisk	not_set	Mobile	Пятница	not_set	22	114	19.3
none	33197318.8_marta_rf_poisk	not_set	Tablet	Четверг	not_set	2	25	8
none	not_set	not_set	not_set	Пятница	recept	17	125	13.6
confaelshop.ru/direct entry	not_set	not_set	Mobile	Суббота	not_set	194	422	45.97
www.google.ru/organic	not_set	not_set	Mobile	Суббота	not_set	593	1662	35.68
none/direct entry	not_set	not_set	Desktop	Суббота	not_set	84	133	63.16
none	not_set	not_set	Desktop	Воскресенье	suvenirov	31	27	114.81
www.google.kz/organic	not_set	not_set	Mobile	Пятница	none	8	54	14.81
none/direct entry	not_set	not_set	Tablet	Четверг	none	10	48	20.83
none	32564661.bukety_set	not_set	not_set	Суббота	not_set	28	101	27.72
yandex/cpc	32725047.bukety_mo_poisk	not_set	not_set	Пятница	not_set	6	26	23.08
none	32561688.otkrytki_rf_set	not_set	not_set	not_set	not_set	21	64	32.81
none	32564661.bukety_set	not_set	not_set	not_set	not_set	122	342	35.67
yandex/cpc	not_set	что подарить подруге	not_set	Среда	not_set	8	39	20.51
none	not_set	подарки для женщин	not_set	Пятница	not_set	7	26	26.92
none	not_set	кондитерские магазины в москве	not_set	not_set	not_set	16	42	38.1
none	33197691.8_marta_mo_set	not_set	Desktop	Понедельник	not_set	73	123	59.35
none	not_set	not_set	not_set	Воскресенье	none	2149	4520	47.54
yandex/cpc	not_set	подарки женщинам на 8 марта	Desktop	Суббота	not_set	63	94	67.02
www.google.ru/organic	not_set	none	Desktop	Пятница	not_set	62	117	52.99
none	not_set	конфаэль	Mobile	Суббота	not_set	54	39	138.46
none	not_set	not_set	Desktop	Воскресенье	not_set	1808	2941	61.48
googleads.g.doubleclick.net/campaigns	not_set	not_set	Tablet	Четверг	not_set	31	243	12.76
none/direct entry	not_set	not_set	Tablet	Суббота	not_set	36	81	44.44
none/direct entry	not_set	not_set	Desktop	Пятница	not_set	27	51	52.94
none	not_set	not_set	Mobile	Вторник	fabrika	20	44	45.45
yandex/cpc	not_set	not_set	Mobile	Пятница	fabrika	17	54	31.48
none	not_set	подарки женщинам коллегам на 8 марта	not_set	not_set	not_set	56	118	47.46
none	32725060.otkrytki_mo_set	not_set	not_set	not_set	not_set	15	39	38.46
none	32725067.magaziny_mo_poisk	not_set	not_set	Понедельник	not_set	12	25	48
none/direct entry	none	not_set	not_set	Четверг	not_set	157	998	15.73
yandex/cpc	not_set	сладкие открытки с днем рождения	not_set	Пятница	not_set	6	23	26.09
yandex/cpc	not_set	что можно подарить девушке на 8 марта	not_set	Суббота	not_set	2	32	6.25
googleads.g.doubleclick.net/campaigns	not_set	(adwords) skidkaonline.ru	not_set	Суббота	not_set	11	30	36.67
none	not_set	что подарить девушке на 8 марта	not_set	Понедельник	not_set	33	88	37.5
yandex/cpc	32589241.magaziny_rf_set	not_set	Desktop	Суббота	not_set	20	51	39.22
none	32564661.bukety_set	not_set	Desktop	Пятница	not_set	17	34	50
googleads.g.doubleclick.net/campaigns	adwords (text)	not_set	Tablet	Суббота	not_set	22	134	16.42
none	33205642.podarki_zhenshchinam_rf_poisk	not_set	Desktop	Понедельник	not_set	19	86	22.09
none	not_set	not_set	not_set	Среда	fabrika	80	157	50.96
none	not_set	оригинальные подарки на 8 марта	Desktop	Среда	not_set	2	23	8.7
none	not_set	подарочные корзины на 8 марта	Desktop	Понедельник	not_set	40	71	56.34
none	not_set	not_set	Mobile	Четверг	not_set	1229	5851	21
none	not_set	not_set	Mobile	Вторник	naidete	212	861	24.62
yandex/cpc	not_set	not_set	Desktop	Суббота	recept	178	431	41.3
none	not_set	(adwords) magazinnoff.ru	not_set	not_set	not_set	11	100	11
yandex/cpc	32561688.otkrytki_rf_set	not_set	not_set	not_set	not_set	18	66	27.27
none	not_set	подарки на 8 марта	not_set	Понедельник	not_set	50	101	49.5
www.google.ru/organic	none	not_set	not_set	Воскресенье	not_set	35	98	35.71
none	33197318.8_marta_rf_poisk	not_set	not_set	Суббота	not_set	162	629	25.76
none	adwords (text)	not_set	not_set	Пятница	not_set	68	752	9.04
none	adwords (text)	not_set	Mobile	Воскресенье	not_set	65	358	18.16
none	33416113.8_marta_mo_mkb	not_set	Desktop	Понедельник	not_set	35	30	116.67
none	not_set	not_set	not_set	Среда	naidete	556	2193	25.35
www.google.ru/organic	not_set	none	Desktop	Суббота	not_set	275	526	52.28
www.google.ru/organic	not_set	none	Desktop	Четверг	not_set	120	431	27.84
googleads.g.doubleclick.net/campaigns	not_set	not_set	Other	Четверг	not_set	4	28	14.29
yandex/cpc	not_set	not_set	Desktop	Среда	banner_8_mar	21	29	72.41
none	not_set	not_set	Desktop	Понедельник	fabrika	66	82	80.49
www.google.com/organic	not_set	not_set	Desktop	Суббота	none	10	36	27.78
yandex/cpc	not_set	not_set	Tablet	Четверг	recept	11	55	20
yandex.ru/referral	not_set	none	not_set	not_set	not_set	18	21	85.71
yandex/cpc	not_set	подарки к 8 марта сотрудницам	not_set	not_set	not_set	11	32	34.38
none	not_set	конфаэль подарки	not_set	not_set	not_set	49	35	140
www.yandex.ru/organic	none	not_set	not_set	not_set	not_set	56	69	81.16
none	not_set	подарки женщинам коллегам на 8 марта	not_set	Воскресенье	not_set	16	42	38.1
none	not_set	что подарить маме на 8 марта	not_set	Воскресенье	not_set	8	38	21.05
im/newsletter	not_set	logo	not_set	Суббота	not_set	32	23	139.13
none	not_set	инструменты из шоколада	not_set	Суббота	not_set	24	21	114.29
none	not_set	not_set	not_set	Понедельник	podarki_dlya_detej	104	66	157.58
none	32559838.bukety_poisk	not_set	not_set	Суббота	not_set	36	98	36.73
yandex/cpc	33197318.8_marta_rf_poisk	not_set	not_set	Воскресенье	not_set	16	52	30.77
none/direct entry	not_set	none	Tablet	Четверг	not_set	10	48	20.83
yandex/cpc	not_set	none	Desktop	Среда	not_set	20	29	68.97
googleads.g.doubleclick.net/campaigns	not_set	(adwords) sbank-gid.ru	Mobile	Суббота	not_set	2	30	6.67
none	not_set	прикольные подарки на 8 марта	not_set	not_set	not_set	23	54	42.59
googleads.g.doubleclick.net/campaigns	not_set	(adwords) www.supertosty.ru	not_set	not_set	not_set	3	51	5.88
www.google.kz/organic	not_set	not_set	Mobile	Суббота	not_set	34	293	11.6
googleads.g.doubleclick.net/campaigns	not_set	(adwords) www.supertosty.ru	not_set	Четверг	not_set	3	29	10.34
none	not_set	not_set	Desktop	Среда	recept	79	215	36.74
none/direct entry	not_set	not_set	Mobile	Пятница	none	66	262	25.19
none	33197703.8_marta_rf_set	not_set	not_set	Среда	not_set	20	45	44.44
googleads.g.doubleclick.net/campaigns	adwords (text)	not_set	not_set	Суббота	not_set	241	1802	13.37
yandex/cpc	33197318.8_marta_rf_poisk	not_set	Desktop	Четверг	not_set	87	390	22.31
none	33196823.8_marta_mo_poisk	not_set	Tablet	Вторник	not_set	13	38	34.21
none	33196823.8_marta_mo_poisk	not_set	Other	Суббота	not_set	12	27	44.44
yandex/cpc	not_set	подарки для женщин	Mobile	Среда	not_set	9	38	23.68
googleads.g.doubleclick.net/campaigns	not_set	(adwords) www.davno.ru	Mobile	Суббота	not_set	1	23	4.35
googleads.g.doubleclick.net/campaigns	adwords	not_set	not_set	not_set	not_set	704	3770	18.67
googleads.g.doubleclick.net/campaigns	not_set	not_set	Desktop	Воскресенье	not_set	4	27	14.81
none	not_set	not_set	Other	Пятница	not_set	6	41	14.63
confaelshop.ru/direct entry	not_set	not_set	Mobile	Четверг	not_set	55	211	26.07
none/direct entry	none	not_set	not_set	not_set	not_set	853	3178	26.84
none	not_set	(adwords) diskontnie-karty-let.ru	not_set	not_set	not_set	12	139	8.63
none	not_set	подарочные корзины на 8 марта	not_set	not_set	not_set	222	340	65.29
none	not_set	что подарить жене на 8 марта	not_set	not_set	not_set	63	414	15.22
none	not_set	подарки на 8 марта москва	not_set	not_set	not_set	26	32	81.25
none	not_set	(adwords) mac-donalds.ru	not_set	not_set	not_set	2	27	7.41
yandex/cpc	not_set	not_set	not_set	Суббота	otkrytki_iz_shoko	29	70	41.43
none/direct entry	not_set	not_set	not_set	Четверг	none	157	998	15.73
none	32725047.bukety_mo_poisk	not_set	not_set	Пятница	not_set	6	26	23.08
none	adwords	not_set	not_set	Суббота	not_set	276	1235	22.35
yandex/cpc	not_set	конфаэль	not_set	Пятница	not_set	61	42	145.24
yandex/cpc	not_set	подарок для подруги	not_set	Суббота	not_set	12	42	28.57
yandex/cpc	not_set	букет из конфет	Mobile	Четверг	not_set	11	22	50
confaelshop.ru/direct entry	not_set	none	Mobile	Четверг	not_set	55	211	26.07
none	not_set	not_set	Mobile	Среда	podarki_dlya_detej	42	28	150
none	33196823.8_marta_mo_poisk	not_set	Tablet	Суббота	not_set	49	111	44.14
tpc.googlesyndication.com/referral	none	not_set	Desktop	Суббота	not_set	10	73	13.7
googleads.g.doubleclick.net/campaigns	not_set	not_set	Mobile	Воскресенье	not_set	4	40	10
none	32589241.magaziny_rf_set	not_set	not_set	not_set	not_set	89	177	50.28
yandex/cpc	not_set	подарок для девушки	not_set	Четверг	not_set	28	134	20.9
yandex/cpc	32372870.zhenschiny_spb_poisk	not_set	not_set	Среда	not_set	1	31	3.23
none	32725044.tovarnaya_mo_set	not_set	not_set	Воскресенье	not_set	25	22	113.64
none	33197318.8_marta_rf_poisk	not_set	Mobile	Пятница	not_set	4	69	5.8
www.google.ru/organic	none	not_set	Mobile	Пятница	not_set	167	431	38.75
yandex/cpc	33416113.8_marta_mo_mkb	not_set	Desktop	Суббота	not_set	42	42	100
googleads.g.doubleclick.net/campaigns	not_set	(adwords) skidkaonline.ru	not_set	not_set	not_set	23	54	42.59
www.google.com/organic	not_set	none	not_set	not_set	not_set	331	1245	26.59
www.confael.ru/referral	not_set	not_set	Desktop	Четверг	none	78	57	136.84
www.google.kz/organic	not_set	not_set	Desktop	Суббота	not_set	28	190	14.74
away.vk.com/referral	none	not_set	not_set	not_set	not_set	52	104	50
google/cpc	adwords	not_set	not_set	not_set	not_set	32	214	14.95
yandex/cpc	not_set	инструменты из шоколада	not_set	Суббота	not_set	28	33	84.85
none	not_set	подарки для женщин	not_set	Понедельник	not_set	51	115	44.35
www.google.kz/organic	not_set	none	not_set	Пятница	not_set	10	61	16.39
yandex/cpc	32725044.tovarnaya_mo_set	not_set	not_set	Пятница	not_set	55	55	100
yandex/cpc	32505035.tovarnaya_rf_set	not_set	not_set	Суббота	not_set	47	53	88.68
none	not_set	none	Desktop	Понедельник	not_set	1126	990	113.74
none	not_set	(adwords) notefood.ru	not_set	not_set	not_set	0	26	0
im/newsletter	march_return_money_ac_2018	not_set	Mobile	Суббота	not_set	31	26	119.23
www.confael.ru/referral	not_set	not_set	Desktop	Среда	not_set	108	72	150
yandex.ru/organic	not_set	not_set	Tablet	Суббота	not_set	27	26	103.85
www.google.ru/organic	not_set	not_set	Tablet	Среда	not_set	15	45	33.33
www.google.ru/organic	not_set	not_set	not_set	Воскресенье	none	35	98	35.71
yandex/cpc	not_set	not_set	not_set	Четверг	recept	138	687	20.09
yandex/cpc	not_set	not_set	not_set	Четверг	shoko_podarki	26	85	30.59
none	not_set	что подарить маме	not_set	Понедельник	not_set	9	37	24.32
yandex.ru/organic	not_set	none	not_set	Среда	not_set	44	55	80
googleads.g.doubleclick.net/referral	none	not_set	not_set	Пятница	not_set	3	26	11.54
none	33205642.podarki_zhenshchinam_rf_poisk	not_set	not_set	Вторник	not_set	73	256	28.52
none	adwords (text)	not_set	not_set	Понедельник	not_set	70	474	14.77
none	32725023.deti_mo_poisk	not_set	not_set	Суббота	not_set	2	23	8.7
none	33205640.podarki_zhenshchinam_mo_poisk	not_set	not_set	Среда	not_set	149	668	22.31
www.confael.ru/referral	not_set	none	Mobile	Среда	not_set	112	91	123.08
www.google.kz/organic	none	not_set	not_set	not_set	not_set	133	1108	12
none	not_set	not_set	Mobile	Понедельник	not_set	1612	4172	38.64
none	33205640.podarki_zhenshchinam_mo_poisk	not_set	Tablet	Воскресенье	not_set	17	34	50
yandex.ru/organic	none	not_set	Desktop	Четверг	not_set	41	44	93.18
none	not_set	кондитерский интернет магазин	not_set	Пятница	not_set	7	21	33.33
yandex/cpc	not_set	подарить жене	not_set	Среда	not_set	4	30	13.33
none	not_set	подарки коллегам по работе на 8 марта	not_set	Понедельник	not_set	21	39	53.85
